text,classification,tweet_proc
Selvfølgelig. Steng grensene for muslimer.,0,selvfølgelig steng grensene muslimer
Selvfølgelig. Islam lager problemer og konflikter som gjør samfunnet fattig og voldelig. Send flest mulig muslimer hjem.,0,selvfølgelig islam lager problemer konflikter gjør samfunnet fattig voldelig send flest mulig muslimer hjem
"Alle flykter grunnet muslimer, også muslimer, men de er ikke flyktninger, men økonomiske migranter uten unntak, og setter andre i fare her i Norge.. I Pakistan kan en imam sette ut rykte om blasfemi, og en mob stormer inn massakrer hele menigheten",0,flykter grunnet muslimer muslimer ikke flyktninger økonomiske migranter unntak setter andre fare norge pakistan imam sette rykte blasfemi mob stormer massakrer hele menigheten
"Hvorfor importere problemer, 200 til 300 år uten muslimer,så kan vi også se om knivstikningerne og annen kriminalitet faller",0,importere problemer år muslimer se knivstikningerne annen kriminalitet faller
Tenk hvor fint og rolig Norge hadde vært nå om islam aldri hadde funnet veien hit...,0,tenk fint rolig norge islam aldri funnet veien hit
"Islam....skal jo ta over hele kloden, sies det. Det er målet. Det går sakte ,så sakte, men tiden er visst ikke prioritert. Så det sniker seg innpå. Kanskje prøve å være litt våkne?",0,islam jo ta hele kloden sies målet går sakte sakte tiden visst ikke prioritert sniker innpå kanskje prøve litt våkne
"Det er jo helt utrolig at så mange feminister og journalister ignorer denne utviklingen. Islam er kvinnefiendtlig i grobunnen. Flerkoneri, homohat og incest er helt normalt. Skal vi bare la disse ideene få komme inn i Europa? Da vil vi i løpet av noen tiår få et helt forferdelig samfunn. Forumet er vel lagt ned lenge før det, men vi graver vår egen grav.",0,jo helt utrolig feminister journalister ignorer utviklingen islam kvinnefiendtlig grobunnen flerkoneri homohat incest helt normalt la ideene få komme europa løpet tiår få helt forferdelig samfunn forumet vel lagt lenge graver egen grav
Islam er imot demokrati og imot alle våre friheter og islam bryter med mange av våre lover.,0,islam imot demokrati imot våre friheter islam bryter våre lover
"Islam er et problem fordi det er en eldgammel relgion som forlengst har gått ut på dato og som knapt produserer særlig annet enn nød, krig og fordervelse. Det ser man ikke minst på flyttemønsteret hvor strømmen av migranter går konsekvent fra islamske land til vestlige, moderne land og aldri motsatt. Det som er dobbelt uheldig er at svært mange muslimer tar med seg dette fascistoide tankesettet i bagasjen sin og dermed ender de opp med å importere de samme problemene til mottakerlandene. Dette er nok også hovedårsaken til deres elendige omdømme uansett hvor de måtte befinne seg.",0,islam problem eldgammel relgion forlengst gått dato knapt produserer særlig annet nød krig fordervelse ser ikke minst flyttemønsteret strømmen migranter går konsekvent islamske land vestlige moderne land aldri motsatt dobbelt uheldig svært muslimer tar fascistoide tankesettet bagasjen dermed ender importere problemene mottakerlandene nok hovedårsaken elendige omdømme uansett måtte befinne
"Vi må framover være meget på vakt. Det er typisk norsk å sette uavhengighet, valgfrihet, trosfrihet, konverteringsfrihet og menneskerettigheter over alle andre saker. Islam er fremdeles for det meste begrensende i forhold til disse verdier. Og dette kan bli farlig hvis vi sover i timen. Det må kreves full tilsluttniing til vår tenkning her, og store straffereaksjoner hvis den krenkes i ord eller handling.",0,må framover vakt typisk norsk sette uavhengighet valgfrihet trosfrihet konverteringsfrihet menneskerettigheter andre saker islam fremdeles meste begrensende forhold verdier farlig sover timen må kreves full tilsluttniing tenkning store straffereaksjoner krenkes ord handling
"Nå har det bodd Muslimer i Norge i flere tiår som det skrives her,og enda har det ikke vært et tilfelle der muslimer spesifikt angriper Norge eller nordmenn fordi de er norske I allefall ikke med religiøse fortegn. Ved vokdshandlinger begått av muslimer i utlandet har norske muslimer gang på gang tatt avstand fra det og til og med deltatt i demo. Det er likevel ikke nok.",1,bodd muslimer norge flere tiår skrives enda ikke tilfelle muslimer spesifikt angriper norge nordmenn norske allefall ikke religiøse fortegn vokdshandlinger begått muslimer utlandet norske muslimer gang gang tatt avstand deltatt demo likevel ikke nok
"Mange har flere jobber i lavtlønnsyrker som nordmenn ikke lenger gidder å gjøre selv. Det finnes både vaskere og sjåfører med legeutdanning, ingeniører og arkitekter som ikke får jobb pga snavn eller oprinnelse. Alle disse betaler skatt og bidrar til samfunnet. At de ikke skal ha sin religion og kultur uten å bli satt under lupen eller sjikanert er forkastelig. Vi lever sammen i dette landet uansett og bør gjøre det beste ut av det.",1,flere jobber lavtlønnsyrker nordmenn ikke lenger gidder gjøre finnes vaskere sjåfører legeutdanning ingeniører arkitekter ikke får jobb pga snavn oprinnelse betaler skatt bidrar samfunnet ikke religion kultur satt under lupen sjikanert forkastelig lever sammen landet uansett bør gjøre beste
"Det du her skriver er også min erfaring med de mange muslimene jeg kjenner - som naboer, kollegaer i arbeidet og som studenter. Ikke en kjeft av de jeg har hatt kontakt med har noen gang ytret ønsker om å innføre de reglene og lovene de selv har flyktet fra i sitt opprinnelige hjemland (som det hevdes ovenfor her) - her i landet. De fleste er faktisk svært takknemlige for å bo i et land hvor de selv kan bestemme sin framtid - det være seg både ektefelle og utdanning. Jeg lurer på om de som hyler og skriker f.eks. her i dette forumet - som f.eks. dette stupide innlegget tyder på.",1,skriver erfaring muslimene kjenner naboer kollegaer arbeidet studenter ikke kjeft hatt kontakt gang ytret ønsker innføre reglene lovene flyktet opprinnelige hjemland hevdes ovenfor landet fleste faktisk svært takknemlige bo land bestemme framtid ektefelle utdanning lurer hyler skriker f eks forumet f eks stupide innlegget tyder
"""""""""""""""Det som er dobbelt uheldig er at svært mange muslimer tar med seg dette fascistoide tankesettet i bagasjen sin og dermed ender de opp med å importere de samme problemene til mottakerlandene - om de i det hele tatt kjenner en eneste muslim?""""""",1,dobbelt uheldig svært muslimer tar fascistoide tankesettet bagasjen dermed ender importere problemene mottakerlandene hele tatt kjenner eneste muslim
"Han skriver hva han mener historisk har skjedd ettersom den muslimske befolkningen øker i et land. Med 20 prosent har det brutt ut voldsomme opptøyer, blitt dannet jihadistiske militsgrupper, folk blitt myrdet, kirker og synagoger brent ned.",0,skriver mener historisk skjedd ettersom muslimske befolkningen øker land prosent brutt voldsomme opptøyer dannet jihadistiske militsgrupper folk myrdet kirker synagoger brent
"Ved 40 prosent muslimer, stadige terrorangrep, massakrer og milits krigføring. Med 60 prosent muslimer av befolkningen, forfølgelse av ikke-muslimer, sporadisk etnisk renskning, bruk av sharialov og jozya-skatten. Ved 80 prosent har de overtatt statsapparatet og utfører etnisk rensking og folkemord i statens navn. Ved 100 prosent skal det være fredens hus, men de kriger vel mot hverandre da og.",0,prosent muslimer stadige terrorangrep massakrer milits krigføring prosent muslimer befolkningen forfølgelse ikke muslimer sporadisk etnisk renskning bruk sharialov jozya skatten prosent overtatt statsapparatet utfører etnisk rensking folkemord statens navn prosent fredens hus kriger vel hverandre
"Ved 5 prosent utøver muslimer urimelig stor innflytelse, krever halalkjøtt, legger press på matvarekjedene for å selge det. De begynner da å jobbe for at regjeringen skal la dem styre seg selv under sharialoven.",0,prosent utøver muslimer urimelig stor innflytelse krever halalkjøtt legger press matvarekjedene selge begynner jobbe regjeringen la styre under sharialoven
De vet jo at de får oppmerksomhet. Grunnen heter rasende muslimer i kompaniskap med venstreekstremister. Greit å få søkelyset på slikt søppel.,0,vet jo får oppmerksomhet grunnen heter rasende muslimer kompaniskap venstreekstremister greit få søkelyset slikt søppel
Spot on. Muslimer viser med all tydelighet at de tyr til vold om de er misfornøyde. Som de også gjør i alle andre deler av verden.,0,spot on muslimer viser all tydelighet tyr vold misfornøyde gjør andre deler verden
"Sian har helt rett i sitt budskap, islam er vold, undertrykkelse,  mishandling, rasisme og terror.",0,sian helt rett budskap islam vold undertrykkelse mishandling rasisme terror
"Det finnes ikke et land i verden som ikke har problemer med islam, i så måte setter i alle fall sian ideologien på dagsorden, det er alt for mange døgenikter i dette landet, og resten av europa som trenger å våkne opp.",0,finnes ikke land verden ikke problemer islam måte setter fall sian ideologien dagsorden alt døgenikter landet resten europa trenger våkne
De har klart å få søkelys og fått bevist at islam er en intolerant religion. og at mange muslimer er intolerante og gjerne setter sine religiøse lover over norske lover.,0,klart få søkelys fått bevist islam intolerant religion muslimer intolerante gjerne setter religiøse lover norske lover
Vi blir islamisert. Snart er det flere moskeer enn narvesen kiosker her i landet,0,islamisert snart flere moskeer narvesen kiosker landet
Med den utviklingen vi ser i Norge i dag er jeg sikker på at en gang i fremtiden vil vi ikke ha de samme tolerante lovene som vi har idag. Homofile vil komme til å bli straffet i Norge i fremtiden når muslimene har fått ennå mer makt over styre og stell her i landet.,0,utviklingen ser norge dag sikker gang fremtiden ikke tolerante lovene idag homofile komme straffet norge fremtiden muslimene fått ennå mer makt styre stell landet
"Norge vil aldri bli styrt av muslimer , og hvis noen tror det så har de desverre blitt et offer for medias fantasiverden drevet av avissalg.",1,norge aldri styrt muslimer tror desverre offer medias fantasiverden drevet avissalg
"Muslimer vil bruke sin stemmerett, og ettrhvert som de blir i flertall via innvandring/asyl/hente-ekteskap og et usannsynlig antall barn, til å stemme på muslimske partier ( i fremtiden, men ikke om så alt for lenge ), til å avskaffe demokratiet. Den samme oppskriften som Hitler fulgte.",0,muslimer bruke stemmerett ettrhvert flertall via innvandring asyl hente ekteskap usannsynlig antall barn stemme muslimske partier fremtiden ikke alt lenge avskaffe demokratiet oppskriften hitler fulgte
Enhver som ikek klarer å se hvilken nazistisk IDEOLOGI islam er burde rett og slett slå seg selv i hodet så vedkommende døde av EKKOET der inne!,0,enhver ikek klarer se nazistisk ideologi islam burde rett slett slå hodet vedkommende døde ekkoet inne
"Det er vanvittig mange likheter mellom nazistisk og muslimsk tankegods. Mens vi tar nazismen alvorlig fordi vi har sett den i praksis, så sitter vi og smiler lunt til muslimene og syns de er så søte så.... Alt vi trenger å gjøre for å se hva islam er i praksis er å se til muslimske land. Dette er dævelskap satt i system, akkurat som nazismen.",0,vanvittig likheter nazistisk muslimsk tankegods mens tar nazismen alvorlig sett praksis sitter smiler lunt muslimene syns søte alt trenger gjøre se islam praksis se muslimske land dævelskap satt system akkurat nazismen
"Og kom ikke å si at nei, vi er imot drap men ikke islam. Islam = drap !!",0,ikke nei imot drap ikke islam islam drap
"Islam har alltid stått for undertrykking, ufrihet, ensretting og grusomhet. Denne religionen er uforenlig med alt som heter humanisme, mangfold, frihet og utvikling. Det gror ingenting i skyggen av Islam, ingenting skapes, ingenting utvikles. ",0,islam alltid stått undertrykking ufrihet ensretting grusomhet religionen uforenlig alt heter humanisme mangfold frihet utvikling gror ingenting skyggen islam ingenting skapes ingenting utvikles
"Islam har aldri ført med seg noe godt for noe folk - noe sted. Den som ønsker å gjøre jorda til et bedre sted for menneskene, kan trygt starte med å bekjempe utbredelsen av Islam.  Islam har ingenting å tilby menneskene i 2011.",0,islam aldri ført godt folk sted ønsker gjøre jorda bedre sted menneskene trygt starte bekjempe utbredelsen islam islam ingenting tilby menneskene
Og denne personen er da selvsagt helt representativ for alle muslimer i Norge? Ingen nyanser i svart hvit bildet?,1,personen selvsagt helt representativ muslimer norge nyanser svart hvit bildet
De som støtter opp under disse lovene og Islam er selvsagt ikke mennesker. Udyr av værst tenkelige sort.,0,støtter under lovene islam selvsagt ikke mennesker udyr værst tenkelige sort
"Den islamske verden vil være dømt til å synke stadig lenger ned i myra  - av fattigdom, stagnasjon, underutvikling. Det finnes ingen økonomisk, sosial, kulturell eller politisk drivkraft eller fruktbarhet i disse landene. De representerer verdenssamfunnets evige tapere.",0,islamske verden dømt synke stadig lenger myra fattigdom stagnasjon underutvikling finnes økonomisk sosial kulturell politisk drivkraft fruktbarhet landene representerer verdenssamfunnets evige tapere
